indice_tiempo,idempresa,cuit,empresa,direccion,localidad,provincia,idproducto,producto,idtipohorario,tipohorario,precio,fecha_vigencia,idempresabandera,empresabandera,latitud,longitud,geojson,fecha_hora,Anio,Mes
2017-03-27 00:00:00,1376,33-64337382-9,10 DE SETIEMBRE S.A.,Av. Mosconi 299,LOMAS DEL MIRADOR,BUENOS AIRES,6,GNC,2,Diurno,8.79,2017/03/27 10:38:00,1,BLANCA,-34.658476,-58.52944300000001,"{""type"":""Point"",""coordinates"":[-58.529443,-34.658476]}",2017-03-27 10:38:00,2017,3
2017-03-27 00:00:00,1376,33-64337382-9,10 DE SETIEMBRE S.A.,Av. Mosconi 299,LOMAS DEL MIRADOR,BUENOS AIRES,6,GNC,3,Nocturno,8.79,2017/03/27 10:38:00,1,BLANCA,-34.658476,-58.52944300000001,"{""type"":""Point"",""coordinates"":[-58.529443,-34.658476]}",2017-03-27 10:38:00,2017,3
2021-03-05 00:00:00,1284,30-56342987-5,25 DE MAYO SRL (EESS),25 DE MAYO 675,VILLA MERCEDES,SAN LUIS,6,GNC,2,Diurno,39.98,2021/03/05 16:46:00,2,YPF,-33.67954,-65.46988,"{""type"":""Point"",""coordinates"":[-65.46988,-33.67954]}",2021-03-05 16:46:00,2021,3
2021-03-05 00:00:00,1284,30-56342987-5,25 DE MAYO SRL (EESS),25 DE MAYO 675,VILLA MERCEDES,SAN LUIS,6,GNC,3,Nocturno,39.98,2021/03/05 16:46:00,2,YPF,-33.67954,-65.46988,"{""type"":""Point"",""coordinates"":[-65.46988,-33.67954]}",2021-03-05 16:46:00,2021,3
2021-01-21 00:00:00,9405,30-71512545-1,2MIL 3C S.R.L.,AV. 101 Nº 6211 (RUTA 8),SAN MARTIN,BUENOS AIRES,6,GNC,2,Diurno,22.49,2021/01/21 12:24:00,28,PUMA,-34.561285999999996,-58.588248,"{""type"":""Point"",""coordinates"":[-58.588248,-34.561286]}",2021-01-21 12:24:00,2021,1
2021-01-21 00:00:00,9405,30-71512545-1,2MIL 3C S.R.L.,AV. 101 Nº 6211 (RUTA 8),SAN MARTIN,BUENOS AIRES,6,GNC,3,Nocturno,22.49,2021/01/21 12:24:00,28,PUMA,-34.561285999999996,-58.588248,"{""type"":""Point"",""coordinates"":[-58.588248,-34.561286]}",2021-01-21 12:24:00,2021,1
2021-03-05 00:00:00,2530,30-70833125-9,4 GNC  S.A.,LA QUEMADA 2189,FIRMAT,SANTA FE,6,GNC,2,Diurno,36.97,2021/03/05 06:00:00,1,BLANCA,-33.46387,-61.49651,"{""type"":""Point"",""coordinates"":[-61.49651,-33.46387]}",2021-03-05 06:00:00,2021,3
2021-03-05 00:00:00,2530,30-70833125-9,4 GNC  S.A.,LA QUEMADA 2189,FIRMAT,SANTA FE,6,GNC,3,Nocturno,36.97,2021/03/05 06:00:00,1,BLANCA,-33.46387,-61.49651,"{""type"":""Point"",""coordinates"":[-61.49651,-33.46387]}",2021-03-05 06:00:00,2021,3
2021-02-22 00:00:00,2842,30-70841705-6,72 GAS S.A.,CALLE 72  780,LA PLATA,BUENOS AIRES,6,GNC,2,Diurno,33.49,2021/02/22 14:00:00,26,AXION,-34.934754,-57.930918999999996,"{""type"":""Point"",""coordinates"":[-57.930919,-34.934754]}",2021-02-22 14:00:00,2021,2
2021-02-22 00:00:00,2842,30-70841705-6,72 GAS S.A.,CALLE 72  780,LA PLATA,BUENOS AIRES,6,GNC,3,Nocturno,33.49,2021/02/22 14:00:00,26,AXION,-34.934754,-57.930918999999996,"{""type"":""Point"",""coordinates"":[-57.930919,-34.934754]}",2021-02-22 14:00:00,2021,2
2020-10-08 00:00:00,6952,30-68958934-7,7 DE AGOSTO S.R.L.,ruta 22 km 1200,ALLEN,RIO NEGRO,6,GNC,2,Diurno,23.99,2020/10/08 15:50:00,3,ESSO PETROLERA ARGENTINA S.R.L,-39.01556,-67.83639000000001,"{""type"":""Point"",""coordinates"":[-67.83639,-39.01556]}",2020-10-08 15:50:00,2020,10
2020-10-08 00:00:00,6952,30-68958934-7,7 DE AGOSTO S.R.L.,ruta 22 km 1200,ALLEN,RIO NEGRO,6,GNC,3,Nocturno,23.99,2020/10/08 15:50:00,3,ESSO PETROLERA ARGENTINA S.R.L,-39.01556,-67.83639000000001,"{""type"":""Point"",""coordinates"":[-67.83639,-39.01556]}",2020-10-08 15:50:00,2020,10
2021-02-22 00:00:00,2359,30-70720646-9,7 Y 511 S.A.,Av. 7 2060,LA PLATA,BUENOS AIRES,6,GNC,2,Diurno,33.49,2021/02/22 16:28:00,26,AXION,-34.883186,-57.99264399999999,"{""type"":""Point"",""coordinates"":[-57.992644,-34.883186]}",2021-02-22 16:28:00,2021,2
2021-02-22 00:00:00,2359,30-70720646-9,7 Y 511 S.A.,Av. 7 2060,LA PLATA,BUENOS AIRES,6,GNC,3,Nocturno,33.49,2021/02/22 16:28:00,26,AXION,-34.883186,-57.99264399999999,"{""type"":""Point"",""coordinates"":[-57.992644,-34.883186]}",2021-02-22 16:28:00,2021,2
2021-01-04 00:00:00,1382,20-15089788-3,ABALSAMO EGIDIO,TRIUNVIRATO 3797,SAN MARTIN,BUENOS AIRES,6,GNC,2,Diurno,24.89,2021/01/04 16:41:00,1,BLANCA,-34.58127,-58.57441,"{""type"":""Point"",""coordinates"":[-58.57441,-34.58127]}",2021-01-04 16:41:00,2021,1
2021-01-04 00:00:00,1382,20-15089788-3,ABALSAMO EGIDIO,TRIUNVIRATO 3797,SAN MARTIN,BUENOS AIRES,6,GNC,3,Nocturno,24.89,2021/01/04 16:41:00,1,BLANCA,-34.58127,-58.57441,"{""type"":""Point"",""coordinates"":[-58.57441,-34.58127]}",2021-01-04 16:41:00,2021,1
2020-12-21 00:00:00,1589,30-70777227-8,ABANILLAS S.A.,Las Heras 1740,LOMAS DE ZAMORA,BUENOS AIRES,6,GNC,2,Diurno,24.99,2020/12/21 14:00:00,2,YPF,-34.74712,-58.419380000000004,"{""type"":""Point"",""coordinates"":[-58.41938,-34.74712]}",2020-12-21 14:00:00,2020,12
2020-12-21 00:00:00,1589,30-70777227-8,ABANILLAS S.A.,Las Heras 1740,LOMAS DE ZAMORA,BUENOS AIRES,6,GNC,3,Nocturno,24.99,2020/12/21 14:00:00,2,YPF,-34.74712,-58.419380000000004,"{""type"":""Point"",""coordinates"":[-58.41938,-34.74712]}",2020-12-21 14:00:00,2020,12
2021-03-05 00:00:00,3728,30-50646337-4,ABDALA HNOS.S.R.L.,LIBERTAD 2080,SANTIAGO DEL ESTERO,SANTIAGO DEL ESTERO,6,GNC,2,Diurno,38.0,2021/03/05 01:55:00,4,SHELL C.A.P.S.A.,-27.79833,-64.27723,"{""type"":""Point"",""coordinates"":[-64.27723,-27.79833]}",2021-03-05 01:55:00,2021,3
2021-03-05 00:00:00,3728,30-50646337-4,ABDALA HNOS.S.R.L.,LIBERTAD 2080,SANTIAGO DEL ESTERO,SANTIAGO DEL ESTERO,6,GNC,3,Nocturno,38.0,2021/03/05 01:55:00,4,SHELL C.A.P.S.A.,-27.79833,-64.27723,"{""type"":""Point"",""coordinates"":[-64.27723,-27.79833]}",2021-03-05 01:55:00,2021,3
2021-02-26 00:00:00,8734,30-71322460-6,ABELAR SERVICIOS SRL,"Ruta Nac. 7 Km 952, Lateral Norte, entre calles Galignianas y 6 de Septiembre",LAS CATITAS,MENDOZA,6,GNC,2,Diurno,35.5,2021/02/26 15:26:00,26,AXION,-33.299019,-68.020498,"{""type"":""Point"",""coordinates"":[-68.020498,-33.299019]}",2021-02-26 15:26:00,2021,2
2021-02-26 00:00:00,8734,30-71322460-6,ABELAR SERVICIOS SRL,"Ruta Nac. 7 Km 952, Lateral Norte, entre calles Galignianas y 6 de Septiembre",LAS CATITAS,MENDOZA,6,GNC,3,Nocturno,35.5,2021/02/26 15:26:00,26,AXION,-33.299019,-68.020498,"{""type"":""Point"",""coordinates"":[-68.020498,-33.299019]}",2021-02-26 15:26:00,2021,2
2019-11-30 00:00:00,6197,30-61835384-9,A.B. INGENIERÍA,SEVERO DEL CASTILLO 4680,GUAYMALLEN,MENDOZA,6,GNC,2,Diurno,26.79,2019/11/30 23:07:00,1,BLANCA,-32.901742999999996,-68.69696400000001,"{""type"":""Point"",""coordinates"":[-68.696964,-32.901743]}",2019-11-30 23:07:00,2019,11
2019-11-30 00:00:00,6197,30-61835384-9,A.B. INGENIERÍA,SEVERO DEL CASTILLO 4680,GUAYMALLEN,MENDOZA,6,GNC,3,Nocturno,26.79,2019/11/30 23:07:00,1,BLANCA,-32.901742999999996,-68.69696400000001,"{""type"":""Point"",""coordinates"":[-68.696964,-32.901743]}",2019-11-30 23:07:00,2019,11
2020-09-29 00:00:00,2261,30-61835384-9,A.B. INGENIERÍA S.H.,LATERAL SUR ACCESO ESTE Y RONDEAU,GUAYMALLEN,MENDOZA,6,GNC,2,Diurno,26.99,2020/09/29 13:41:00,4,SHELL C.A.P.S.A.,-32.907388,-68.790615,"{""type"":""Point"",""coordinates"":[-68.790615,-32.907388]}",2020-09-29 13:41:00,2020,9
2020-09-29 00:00:00,2261,30-61835384-9,A.B. INGENIERÍA S.H.,LATERAL SUR ACCESO ESTE Y RONDEAU,GUAYMALLEN,MENDOZA,6,GNC,3,Nocturno,26.99,2020/09/29 13:41:00,4,SHELL C.A.P.S.A.,-32.907388,-68.790615,"{""type"":""Point"",""coordinates"":[-68.790615,-32.907388]}",2020-09-29 13:41:00,2020,9
2021-01-28 00:00:00,1185,30-70704582-1,ACCESO SUR SAN LORENZO S.R.L.,RTA AO12 KM 65,SAN LORENZO,SANTA FE,6,GNC,2,Diurno,31.99,2021/01/28 14:00:00,2,YPF,-32.76575,-60.74394,"{""type"":""Point"",""coordinates"":[-60.74394,-32.76575]}",2021-01-28 14:00:00,2021,1
2021-01-28 00:00:00,1185,30-70704582-1,ACCESO SUR SAN LORENZO S.R.L.,RTA AO12 KM 65,SAN LORENZO,SANTA FE,6,GNC,3,Nocturno,31.99,2021/01/28 14:00:00,2,YPF,-32.76575,-60.74394,"{""type"":""Point"",""coordinates"":[-60.74394,-32.76575]}",2021-01-28 14:00:00,2021,1
2021-02-01 00:00:00,9031,30-71020819-7,ACCESO SUR S.R.L.,Av.Hipolito Yrigoyen 3054,SAN FERNANDO DEL VALLE,CATAMARCA,6,GNC,2,Diurno,28.56,2021/02/01 13:08:00,1,BLANCA,-28.494398999999998,-65.78028499999999,"{""type"":""Point"",""coordinates"":[-65.780285,-28.494399]}",2021-02-01 13:08:00,2021,2
2021-02-01 00:00:00,9031,30-71020819-7,ACCESO SUR S.R.L.,Av.Hipolito Yrigoyen 3054,SAN FERNANDO DEL VALLE,CATAMARCA,6,GNC,3,Nocturno,28.56,2021/02/01 13:08:00,1,BLANCA,-28.494398999999998,-65.78028499999999,"{""type"":""Point"",""coordinates"":[-65.780285,-28.494399]}",2021-02-01 13:08:00,2021,2
2021-01-05 00:00:00,4861,30-69068054-4,ACTION VIS S.A.,AVDA BELGRANO 1017,SALTA,SALTA,6,GNC,2,Diurno,32.52,2021/01/05 21:01:00,8,REFINOR,-24.7871,-65.41646,"{""type"":""Point"",""coordinates"":[-65.41646,-24.7871]}",2021-01-05 21:01:00,2021,1
2021-01-05 00:00:00,4861,30-69068054-4,ACTION VIS S.A.,AVDA BELGRANO 1017,SALTA,SALTA,6,GNC,3,Nocturno,32.52,2021/01/05 21:01:00,8,REFINOR,-24.7871,-65.41646,"{""type"":""Point"",""coordinates"":[-65.41646,-24.7871]}",2021-01-05 21:01:00,2021,1
2020-08-21 00:00:00,2638,30-52648492-0,ACTIS S.A.,AV.SAN MARTIN 405,GRAL. CABRERA,CORDOBA,6,GNC,2,Diurno,33.98,2020/08/21 17:25:00,2,YPF,-32.813990000000004,-63.879369999999994,"{""type"":""Point"",""coordinates"":[-63.87937,-32.81399]}",2020-08-21 17:25:00,2020,8
2020-08-21 00:00:00,2638,30-52648492-0,ACTIS S.A.,AV.SAN MARTIN 405,GRAL. CABRERA,CORDOBA,6,GNC,3,Nocturno,33.98,2020/08/21 17:25:00,2,YPF,-32.813990000000004,-63.879369999999994,"{""type"":""Point"",""coordinates"":[-63.87937,-32.81399]}",2020-08-21 17:25:00,2020,8
2021-03-02 00:00:00,8952,33-71518900-9,ADD SRL,Ruta Provincial N°13 - km 55.1,LUQUE,CORDOBA,6,GNC,2,Diurno,44.89,2021/03/02 15:08:00,26,AXION,-31.641336,-63.35416,"{""type"":""Point"",""coordinates"":[-63.35416,-31.641336]}",2021-03-02 15:08:00,2021,3
2021-03-02 00:00:00,8952,33-71518900-9,ADD SRL,Ruta Provincial N°13 - km 55.1,LUQUE,CORDOBA,6,GNC,3,Nocturno,44.89,2021/03/02 15:08:00,26,AXION,-31.641336,-63.35416,"{""type"":""Point"",""coordinates"":[-63.35416,-31.641336]}",2021-03-02 15:08:00,2021,3
2021-01-16 00:00:00,9919,30-71617403-0,AD LITEM SAS,Castro Barros 6,CORDOBA,CORDOBA,6,GNC,2,Diurno,36.82,2021/01/16 14:46:00,28,PUMA,-31.405183,-64.193688,"{""type"":""Point"",""coordinates"":[-64.193688,-31.405183]}",2021-01-16 14:46:00,2021,1
2021-01-16 00:00:00,9919,30-71617403-0,AD LITEM SAS,Castro Barros 6,CORDOBA,CORDOBA,6,GNC,3,Nocturno,37.82,2021/01/16 14:46:00,28,PUMA,-31.405183,-64.193688,"{""type"":""Point"",""coordinates"":[-64.193688,-31.405183]}",2021-01-16 14:46:00,2021,1
2021-02-23 00:00:00,5893,30-70840377-2,ADROGUE DENAK BAT S.A.,ESPORA 1491,ADROGUE,BUENOS AIRES,6,GNC,2,Diurno,26.99,2021/02/23 17:09:00,2,YPF,-34.80892,-58.3883,"{""type"":""Point"",""coordinates"":[-58.3883,-34.80892]}",2021-02-23 17:09:00,2021,2
2021-02-23 00:00:00,5893,30-70840377-2,ADROGUE DENAK BAT S.A.,ESPORA 1491,ADROGUE,BUENOS AIRES,6,GNC,3,Nocturno,26.99,2021/02/23 17:09:00,2,YPF,-34.80892,-58.3883,"{""type"":""Point"",""coordinates"":[-58.3883,-34.80892]}",2021-02-23 17:09:00,2021,2
2021-02-23 00:00:00,1572,30-70840377-2,ADROGUE DENAK BAT S.A.,ESPORA 1498,ADROGUE,BUENOS AIRES,6,GNC,2,Diurno,26.99,2021/02/23 17:08:00,2,YPF,-34.80916,-58.38886,"{""type"":""Point"",""coordinates"":[-58.38886,-34.80916]}",2021-02-23 17:08:00,2021,2
2021-02-23 00:00:00,1572,30-70840377-2,ADROGUE DENAK BAT S.A.,ESPORA 1498,ADROGUE,BUENOS AIRES,6,GNC,3,Nocturno,26.99,2021/02/23 17:08:00,2,YPF,-34.80916,-58.38886,"{""type"":""Point"",""coordinates"":[-58.38886,-34.80916]}",2021-02-23 17:08:00,2021,2
2018-11-06 00:00:00,4324,30-61772382-0,AFAMIA SA,AV ROCA 2998,SAN MIGUEL DE TUCUMAN,TUCUMAN,6,GNC,2,Diurno,21.89,2018/11/06 06:00:00,8,REFINOR,-26.83588,-65.24645,"{""type"":""Point"",""coordinates"":[-65.24645,-26.83588]}",2018-11-06 06:00:00,2018,11
2018-11-06 00:00:00,4324,30-61772382-0,AFAMIA SA,AV ROCA 2998,SAN MIGUEL DE TUCUMAN,TUCUMAN,6,GNC,3,Nocturno,21.89,2018/11/06 06:00:00,8,REFINOR,-26.83588,-65.24645,"{""type"":""Point"",""coordinates"":[-65.24645,-26.83588]}",2018-11-06 06:00:00,2018,11
2017-03-31 00:00:00,6162,30-70901572-5,AFG DISTRIBUCION S.R.L.,RUTA DE LA TRADICION 8185,9 DE ABRIL,BUENOS AIRES,6,GNC,2,Diurno,8.79,2017/03/31 10:11:00,24,OIL COMBUSTIBLES S.A.,-34.739545,-58.496497,"{""type"":""Point"",""coordinates"":[-58.496497,-34.739545]}",2017-03-31 10:11:00,2017,3
2017-03-31 00:00:00,6162,30-70901572-5,AFG DISTRIBUCION S.R.L.,RUTA DE LA TRADICION 8185,9 DE ABRIL,BUENOS AIRES,6,GNC,3,Nocturno,8.79,2017/03/31 10:11:00,24,OIL COMBUSTIBLES S.A.,-34.739545,-58.496497,"{""type"":""Point"",""coordinates"":[-58.496497,-34.739545]}",2017-03-31 10:11:00,2017,3
2021-02-28 00:00:00,7079,30-70887303-5,AGAF S.A.,Av. Fuerza Aerea 4510,CORDOBA,CORDOBA,6,GNC,2,Diurno,41.99,2021/02/28 10:40:00,3,ESSO PETROLERA ARGENTINA S.R.L,-31.432370000000002,-64.24583,"{""type"":""Point"",""coordinates"":[-64.24583,-31.43237]}",2021-02-28 10:40:00,2021,2
2021-02-28 00:00:00,7079,30-70887303-5,AGAF S.A.,Av. Fuerza Aerea 4510,CORDOBA,CORDOBA,6,GNC,3,Nocturno,41.99,2021/02/28 10:40:00,3,ESSO PETROLERA ARGENTINA S.R.L,-31.432370000000002,-64.24583,"{""type"":""Point"",""coordinates"":[-64.24583,-31.43237]}",2021-02-28 10:40:00,2021,2
